2023-03-11 21:22:46,958 [INFO   ] [APP] exchange started with arguments={rtg.py, run, autotrader.py}
2023-03-11 21:22:46,959 [INFO   ] [APP] configuration={"Engine":{"MarketDataFile":"data/market_data1.csv","MarketEventInterval":0.05,"MarketOpenDelay":5.0,"MatchEventsFile":"match_events.csv","ScoreBoardFile":"score_board.csv","Speed":10.0,"TickInterval":0.25},"Execution":{"Host":"127.0.0.1","Port":12345},"Fees":{"Maker":-0.0001,"Taker":0.0002},"Hud":{"Host":"127.0.0.1","Port":12347},"Information":{"Type":"mmap","Name":"info.dat"},"Instrument":{"EtfClamp":0.002,"TickSize":1.0},"Limits":{"ActiveOrderCountLimit":10,"ActiveVolumeLimit":200,"MessageFrequencyInterval":1.0,"MessageFrequencyLimit":50,"PositionLimit":100},"Traders":{"TraderOne":"secret","TraderTwo":"secret"}}
2023-03-11 21:22:46,959 [INFO   ] [CONTROLLER] starting the match
2023-03-11 21:22:46,959 [INFO   ] [EXECUTION] starting execution server: host=127.0.0.1 port=12345
2023-03-11 21:22:46,959 [INFO   ] [INFORMATION] starting information publisher: type=mmap name=info.dat
2023-03-11 21:22:46,964 [INFO   ] [HEADS_UP] starting heads-up display server: host=127.0.0.1 port=12347
2023-03-11 21:22:46,964 [INFO   ] [INFORMATION] information channel established
2023-03-11 21:22:47,153 [INFO   ] [CONNECTION] fd=24 connection established: peer=127.0.0.1:49876
2023-03-11 21:22:47,153 [INFO   ] [EXECUTION] fd=24 'TraderOne' is ready!
2023-03-11 21:22:48,359 [INFO   ] [CONNECTION] fd=25 connection established: peer=127.0.0.1:49877
2023-03-11 21:22:51,969 [INFO   ] [CONTROLLER] market open
2023-03-11 21:22:56,006 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=40.371266 client_order_id=350 message='0 is not a valid volume'
2023-03-11 21:22:58,556 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=65.862391 client_order_id=562 message='0 is not a valid volume'
2023-03-11 21:22:59,859 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=78.893161 client_order_id=670 message='0 is not a valid volume'
2023-03-11 21:23:02,399 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=104.291320 client_order_id=893 message='0 is not a valid volume'
2023-03-11 21:23:10,118 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=181.485209 client_order_id=1555 message='0 is not a valid volume'
2023-03-11 21:23:12,090 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=201.203736 client_order_id=1730 message='0 is not a valid volume'
2023-03-11 21:23:15,403 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=234.337346 client_order_id=2035 message='0 is not a valid volume'
2023-03-11 21:23:18,561 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=265.919882 client_order_id=2299 message='0 is not a valid volume'
2023-03-11 21:23:19,211 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=272.414679 client_order_id=2357 message='0 is not a valid volume'
2023-03-11 21:23:23,312 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=313.427500 client_order_id=2728 message='0 is not a valid volume'
2023-03-11 21:23:23,430 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=314.610028 client_order_id=2739 message='0 is not a valid volume'
2023-03-11 21:23:26,735 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=347.657416 client_order_id=3022 message='0 is not a valid volume'
2023-03-11 21:23:26,775 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=348.050755 client_order_id=3025 message='0 is not a valid volume'
2023-03-11 21:23:27,968 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=359.990448 client_order_id=3125 message='0 is not a valid volume'
2023-03-11 21:23:28,678 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=367.088522 client_order_id=3187 message='0 is not a valid volume'
2023-03-11 21:23:33,205 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=412.354533 client_order_id=3584 message='0 is not a valid volume'
2023-03-11 21:23:33,478 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=415.084005 client_order_id=3608 message='0 is not a valid volume'
2023-03-11 21:23:34,429 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=424.600819 client_order_id=3687 message='0 is not a valid volume'
2023-03-11 21:23:37,130 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=451.607133 client_order_id=3910 message='0 is not a valid volume'
2023-03-11 21:23:44,929 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=529.594760 client_order_id=4571 message='0 is not a valid volume'
2023-03-11 21:23:44,953 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=529.834729 client_order_id=4574 message='0 is not a valid volume'
2023-03-11 21:23:45,064 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=530.944222 client_order_id=4584 message='0 is not a valid volume'
2023-03-11 21:23:45,077 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=531.073682 client_order_id=4587 message='0 is not a valid volume'
2023-03-11 21:23:45,346 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=533.770882 client_order_id=4614 message='0 is not a valid volume'
2023-03-11 21:23:47,644 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=556.746185 client_order_id=4814 message='0 is not a valid volume'
2023-03-11 21:23:49,430 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=574.609350 client_order_id=4961 message='0 is not a valid volume'
2023-03-11 21:23:50,061 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=580.913067 client_order_id=5016 message='0 is not a valid volume'
